ReferenceID,BibliographicReference,ReferenceYear
REF1085,"""Trematerra P. (2012). Notes on some Lepidoptera Tortricidae from Central Asia. Journal of Entomological and Acarological Research. 44: e1""",2012
REF1086,"""Trematerra P. et al. (2018). Lepidoptera Tortricidae from Calabria (Southern Italy). Redia: Giornale di Zoologia. 101: 167-181""",2018
REF1087,"""Trematerra P. Jel J. (2003). Aethes rubiginana (Walsingham 1903) in Francia ed Epibactra sareptana (Herrich-Schaffer 1861) in Italia (Lepidoptera Tortricidae ). Bollettino di Zoologia Agraria e di Bachicoltura. 35(2): 107-110""",2003
REF1088,"""Triberti P. (2007). The Phyllonorycter species from Palaearctic Region feeding on Rosaceae (Lepidoptera Gracillariidae). Bollettino del Museo Civico di Storia Naturale di Verona. 31: 147-221""",2007
REF1089,"""Trisyono Y. et al. (2019). Occurrence of heavy infestation by the fall armyworm Spodoptera frugiperda a new alien invasive pest in corn Lampung Indonesia. Jurnal Perlindungan Tanaman Indonesia. 23(1): 156-160""",2019
REF1090,"""Tsvetanov T. Zlatkov B. (2019). Scythris sinensis (Felder & Rogenhofer 1875) a new species for Bulgaria and the Balkan Peninsula (Insecta: Lepidoptera: Scythrididae). ZooNotes. 146: 1-2""",2019
REF1091,"""Tsvetanov T. Zlatkov B. (2023). Chrysoesthia sexguttella (Thunberg 1794) a new species for Bulgaria (Insecta: Lepidoptera: Gelechiidae). Historia Naturalis Bulgarica. 45(10): 271-274""",2023
REF1092,"""Tugulea H. Tugulea A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera Sphingidae) from the Republic of Moldova. Oltenia-studii si Comunicari Stiintele Naturii. 36(2): 105-112""",2020
REF1093,"""Tumuhaise V. et al. (2016). First record of Tuta absoluta (Lepidoptera: Gelechiidae) in Uganda. International Journal of Tropical Insect Science. 36(3): 135-139""",2016
REF1094,"""Turner A. (1925). A revision of the Lepidoptera of Tasmania. Papers and Proceedings of the Royal Society of Tasmania. 118-151""",1925
REF1095,"""Turner A. (1940). A revision of the Australian Gracilariidae (Lepidoptera).Transactions and Proceedings of the Royal Society of South Australia. 64(1): 57""",1940
REF1096,"""Turner R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo""",2024
REF1097,"""Turner S. Cesselli S. (2013). Operational field guide to the establishment of tansy ragwort biocontrol agents in British Columbia. Victoria British Columbia Canada""",2013
REF1098,"""United States Department of Agriculture (USDA) (2019). Fall armyworm damages corn and threatens other crops in Vietnam. (United States Department of Agriculture Foreign Agricultural Serves 2019)""",2019
REF1099,"""University of Florida (2024). Featured Creatures - Anticarsia gemmatalis (Hubner) (Insecta: Lepidoptera: Noctuidae). Available at: https://entnemdept.ufl.edu/creatures/""",2024
REF1100,"""University of Florida (2024). Featured Creatures - Caloptilia triadicae (Davis) (Insecta: Lepidoptera: Gracillariidae). Available at: https://entnemdept.ufl.edu/creatures/""",2024
REF1101,"""Urban A. et al. (2011). The invasive'Lantana camara L.'hybrid complex (Verbenaceae): a review of research into its identity and biological control in South Africa. African Entomology 19(1) 315-348""",2011
REF1102,"""Urbaneja A. et al. (2000). Indigenous Natural Enemies Associated with Phyllocnistis citrella (Lepidoptera: Gracillariidae) in Eastern Spain. Biological Control. 18: 199-207""",2000
REF1103,"""Urbaneja A. et al. (2007). La polilla del tomate Tuta absoluta [The tomato leaf miner: Tuta absoluta]. Phytoma Espana. 194: 16-24""",2007
REF1104,"""Ureche C. (2016). First record of a new alien invasive species in Romania: Phyllocnistis vitegenella Clemens (Lepidoptera: Gracillariidae). Acta Oecologica Carpatica. 9: 133-138""",2016
REF1105,"""Uulu T. et al. (2017). First record of tomato leafminer Tuta absoluta Meyrick (Lepidoptera: Gelechiidae) in Kyrgyzstan. Bulletin OEPP/EPPO Bulletin. 47(2): 285-287""",2017
REF1106,"""Uyi O. et al. (2011). Discovery of and studies on Pareuchaetes pseudoinsulata (Lepidoptera: Arctiidae) in southern Nigeria. International Journal of Tropical Insect Science. 31(3): 199-203""",2011
REF1107,"""Uyi O. et al. (2016). Temperature-dependent performance and potential distribution of Pareuchaetes insulata a biological control agent of Chromolaena odorata in South Africa. BioControl. 61: 815-825""",2016
REF1108,"""van den Berg M. (1980). Natural enemies of Acacia cyclops A. Cunn ex G. Don and Acacia saligna (Labill.) Wendl. in Western Australia. I. Lepidoptera. Phytophylactica. 12(3): 165-167""",1980
REF1109,"""van der Straten M. Muus T. (2010). The box tree pyralid Glyphodes perspectalis (Lepidoptera: Crambidae) an invasive alien moth ruining box tree. Proceedings of the Netherlands Entomological Society. 21: 107-111""",2010
REF1110,"""van Nieukerken E. (2007). Acalyptris Meyrick: revision of the platani and staticis groups in Europe and the Mediterranean (Lepidoptera: Nepticulidae). Zootaxa. 1436: 1-48""",2007
REF1111,"""van Nieukerken E. et al. (2010). Western Palaearctic Ectoedemia (Zimmermannia) Hering and Ectoedemia Busck s. str. (Lepidoptera: Nepticulidae): five new species and new data on distribution hostplants and recognition. ZooKeys. 32: 1-82""",2010
REF1112,"""van Nieukerken E. et al. (2012). Antispila oinophylla new species (Lepidoptera Heliozelidae) a new North American grapevine leafminer invading Italian vineyards: taxonomy DNA barcodes and life cycle. ZooKeys. 170: 29-77""",2012
REF1113,"""van Nieukerken E. et al. (2012). Bucculatrix ainsliella Murtfeldt a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota Lepidopterologica. 35(2): 135-159""",2012
REF1114,"""van Nieukerken E. et al. (2018). Stigmella multispicata Rociene and Stonis an Asian leafminer on Siberian elm now widespread in eastern North America (Lepidoptera Nepticulidae). ZooKeys. 784: 95-125""",2018
REF1115,"""van Nieukerken E. Eiseman C. (2020). Splitting the leafmining shield-bearer moth genus Antispila Hubner (Lepidoptera Heliozelidae): North American species with reduced venation placed in Aspilanta new genus with a review of heliozelid morphology. ZooKeys. 957: 105""",2020
REF1116,"""van Nieukerken E. Johansson R. (2003). The Quercus feeding Stigmella species of the West Palaearctic: new species key and distribution (Lepidoptera: Nepticulidae). Tijdschrift voor Entomologie. 146: 307-370""",2003
REF1117,"""van Swaay C. et al. (2010). Iphiclides podalirius (Europe assessment). The IUCN Red List of Threatened Species. 2010: e.T174405A7066031""",2010
REF1118,"""van Swaay C. et al. (2010). Pararge aegeria (Europe assessment). The IUCN Red List of Threatened Species. 2010: e.T174214A7029860""",2010
REF1119,"""van Swaay C. et al. (2010). Pieris rapae (Europe assessment). The IUCN Red List of Threatened Species. 2010: e.T174353A7056010""",2010
REF1120,"""van Swaay C. et al. (2014). Iphiclides podalirius (Mediterranean assessment). The IUCN Red List of Threatened Species. 2014: e.T174405A53719929""",2014
REF1121,"""van Swaay C. et al. (2014). Pararge aegeria (Mediterranean assessment). The IUCN Red List of Threatened Species. 2014: e.T174214A53719848""",2014
REF1122,"""van Swaay C. et al. (2014). Pieris rapae (Mediterranean assessment). The IUCN Red List of Threatened Species. 2014: e.T174353A53720063""",2014
REF1123,"""VanDyk J. et al. (2020). BugGuide - Identification Images and Information For Insects Spiders and Their Kin For the United States and Canada. Version 1.5. United States Geological Survey. Available at: https://bugguide.net/""",2020
REF1124,"""Vang L. et al. (2021). Female sex pheromone secreted by Carmenta mimosa (Lepidoptera: Sesiidae) a biological control agent for an invasive weed in Vietnam. Bioscience Biotechnology and Biochemestry. 76(11): 2153-2155""",2021
REF1125,"""Vargas H. (2010). Angelabella tecomae (Lepidoptera: Gracillariidae): an exotic hostplant in northern Chile and first record from Peru. Revista Colombiana de Entomologia. 36(2): 340-341""",2010
REF1126,"""Vargas H. (2012). Strepsicrates smithiana Walsingham (Lepidoptera Tortricidae): first record from Chile and a newly documented host plant. Revista Brasileira de Entomologia. 56: 381-382""",2012
REF1127,"""Vargas H. (2016). Primer registro de Homoeographa lanceolella Ragonot (Lepidoptera: Pyralidae: Phycitinae) en Chile. Gayana (Concepcion). 80(2): 201-203""",2016
REF1128,"""Vargas H. et al. (2001). Notas sobre la polilla de la flor del olivo Cyclophora nanaria Walker (Lepidoptera: Geometridae Sterrhinae). Idesia. 19: 25-33""",2001
REF1129,"""Vargas H. et al. (2015). A morphological reappraisal of the immature stages and life history of Elachista synethes Meyrick (Lepidoptera Elachistidae) an Australian leaf miner alien to Chile. Revista Brasileira de Entomologia. 59: 265-273""",2015
REF1130,"""Vargo A. et al. (1993). The success of natural enemies in controlling introduced pests in American Samoa. Micronesica. 4: 69-77""",1993
REF1131,"""Varshney R. Smetacek P. (Eds.). (2015). A synoptic catalogue of the butterflies of India. Butterfly Research Centre Bhimtal and Indinov Publishing. New Delhi India""",2015
REF1132,"""Vidal E. (2018). Lepidopteros de O Courel (Lugo Galicia Espana N. O. Peninsula Iberica) XV: Ethmiinae. (Insecta: Lepidoptera Depressariidae). Arquivos Entomoloxicos. 19: 3-10""",2018
REF1133,"""Vieira V. (1997). Lepidoptera of the Azores Islands. Boletim do Museu Municipal do Funchal. 49(273): 5-76""",1997
REF1134,"""Vieira V. (2020). First record of Thera cupressata (Geyer[1831]) for the Azores islands (Portugal)(Lepidoptera: Geometridae). SHILAP Revista de Lepidopterologia. 48(189): 83-87""",2020
REF1135,"""Vila R. et al. (2022). The genome sequence of the white admiral Limenitis camilla (Linnaeus 1764). Wellcome Open Research. 7: 301""",2022
REF1136,"""Visser D. et al. (2017). First records of the tomato leaf miner Tuta absoluta (Meyrick 1917) (Lepidoptera: Gelechiidae) in South Africa. BioInvasions Records. 6(4): 301-305""",2017
REF1137,"""Vives Moreno A. (1986). La familia Pterolonchidae Meyrick 1918 de Espana y Portugal (Insecta Lepidoptera). Eos: Revista Espanola de Entomologia. 62(1): 319-337""",1986
REF1138,"""Wagner D. (2009). Ode to Alabama: the meteoric fall of a once extraordinarily abundant moth. American Entomologist 55(3) 170-173""",2009
REF1139,"""Wagner D. et al. (2003). Sclerocona acutella (Eversmann)(Crambidae: Pyraustinae) naturalized along the eastern seaboard. Journal of the Lepidopterists Society. 57(4): 270-273""",2003
REF1140,"""Wagner T. Leonard D. (1979). Aspects of Mating Oviposition and Flight in the Satin Moth Leocoma salicis (Lepidoptera: Lymantriidae) 1. The Canadian Entomologist. 111(7): 833-840""",1979
REF1141,"""Wahlberg E. (Ed.) (2023). The Nymphalidae Systematics Group - The butterflies. Available at: Nymphalidae.com""",2023
REF1142,"""Wakamura S. et al. (2005). Sex pheromone components of an olethreutid moth Strepsicrates semicanella (Walker)(Lepidoptera: Tortricidae) a pest of guava and eucalyptus in Okinawa. Applied Entomology and Zoology. 40(4): 637-642""",2005
REF1143,"""Walczak U. et al. (2010). Host range of an invasive moth Phyllonorycter leucographella. Journal of Applied Entomology. 134: 714-717""",2010
REF1144,"""Walker A. (2020). Abaeis nicippe. The IUCN Red List of Threatened Species. 2020: e.T173005000A173005029""",2020
REF1145,"""Walker A. (2020). Antheraea polyphemus. The IUCN Red List of Threatened Species. 2020: e.T173004714A173004732""",2020
REF1146,"""Walker A. (2020). Vanessa atalanta. The IUCN Red List of Threatened Species. 2020: e.T174225A172421220""",2020
REF1147,"""Walker A. (2020). Vanessa virginiensis. The IUCN Red List of Threatened Species. 2020: e.T161254A882795""",2020
REF1148,"""Walker A. et al. (2022). Danaus plexippus (errata version published in 2022). The IUCN Red List of Threatened Species. 2022: e.T159971A219149911""",2022
REF1149,"""Walker A. Coetzer A. (2020). Vanessa cardui. The IUCN Red List of Threatened Species. 2020: e.T174379A161326679""",2020
REF1150,"""Walker F. (1856). List of the Specimens of Lepidopterous Insects in the Collection of the British Museum - Part 10 Noctuidae. E. Newman Devonshire Street Bishopsgate. London United Kingdom. 982pp""",1856
REF1151,"""Wall M. (2024). Hantsmoths: The Lepidoptera (Moths and Butterflies) of Hampshire and Isle of Wight. Available at: https://www.hantsmoths.org.uk/""",2024
REF1152,"""Wallner W. (1989). Overview of Pest Lymantriidae of North America. Proceedings: Lymantriidae: a Comparison of Features of New and Old World Tussock Moths. 65-80""",1989
REF1153,"""Ward S. Aukema B. (2019). Climatic synchrony and increased outbreaks in allopatric populations of an invasive defoliator. Biological Invasions. 21: 685-691""",2019
REF1154,"""Warren A. Calhoun J. (2011). Notes on the historical occurrence of Aphrissa neleis in southern Florida USA (Lepidoptera: Pieridae: Coliadinae). News of the Lepidopterists Society. 53(1): 3-7""",2011
REF1155,"""Warren L. Tadic M. (1967). The Fall Webworm Hyphantria cunea Its Distribution and Natural Enemies: A World List (Lepidoptera: Arctiidae). Journal of the Kansas Entomological Society. 40(2): 194-202""",1967
REF1156,"""Warren L. Tadic M. (1970). Fall web worm Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106""",1970
REF1157,"""Watabiki D. Yoshimatsu S. (2014). Taxonomic study of Targalla delatrix (Guenee) and its close relatives from East and Southeast Asia with description of a new species (Lepidoptera: Euteliidae). Lepidoptera Science. 65(4): 158-178""",2014
REF1158,"""Waterhouse D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution importance and origin. Australian Centre for International Agricultural Research - ACIAR. Camberra Australia""",1993
REF1159,"""Waterhouse D. (1994). Biological Control of Weeds: Southeast Asian Prospects. Australian Centre for International Agricultural Research - ACIAR. Camberra Australia""",1994
REF1160,"""Way M. Turner P. (1999). The spotted borer Chilo sacchariphagus (Lepidoptera: Pyralidae: Crambidae) in Mozambique. Proceedings of the South African Sugar Technologists Association. 73: 112-113""",1999
REF1161,"""Weatherby J. (1982). The life system of the yellow-headed fireworm Acleris minuta (Robinson) (Lepidoptera: Tortricidae). [Doctoral thesis Iowa State University]""",1982
REF1162,"""Wei S. et al. (2013). Genetic Structure and Demographic History Reveal Migration of the Diamondback Moth Plutella xylostella (Lepidoptera: Plutellidae) from the Southern to Northern Regions of China. PLoS ONE. 8(4): e59654""",2013
REF1163,"""Wei X. et al. (2018). Fauna of Spilomelinae from Wuzhi Mountain Nature Reserve Hainan Island China (Lepidoptera: Pyraloidea Crambidae). SHILAP Revista de Lepidopterologia. 46(181): 19-26""",2018
REF1164,"""Weidemeyer J. (1864). Catalogue of North American Butterflies. Proceedings of the Entomological Society. 2(1): 143-154""",1864
